ID;Datetime;Latitude;Longitude;Temperature (Cº);Wind Speed (Km/H);Humidity (%);Risk factor;Surroundings;Distance (Mts);Decisions
10956;15/02/2024 02:00:00;-33.050642;-71.54004599999999;17;115;13;papers;highway;124;['Contact waste collectors']
10957;15/02/2024 02:10:00;-33.050642;-71.54504599999999;18;118;15;lit campfire;grass;741;['Notify local authorities']
10958;15/02/2024 02:20:00;-33.050642;-71.55004599999998;17;118;15;fire;wood;108;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
10959;15/02/2024 02:30:00;-33.050642;-71.55504599999998;18;121;15;wastes;electric connection;477;['Contact waste collectors']
10960;15/02/2024 02:40:00;-33.055642000000006;-71.55504599999998;18;112;15;fire;trash;61;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
10961;15/02/2024 02:50:00;-33.055642000000006;-71.55004599999998;18;115;13;gas recipient;wood;38;['Notify local authorities', 'Notify local collaborators']
10962;15/02/2024 03:00:00;-33.055642000000006;-71.54504599999999;29;118;15;suspicious presence;wood;449;['Notify local authorities']
10963;15/02/2024 03:10:00;-33.055642000000006;-71.54004599999999;30;118;13;gas recipient;ground;34;['Notify local collaborators']
10964;15/02/2024 03:20:00;-33.055642000000006;-71.535046;30;121;15;suspicious presence;road;927;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
10965;15/02/2024 03:30:00;-33.055642000000006;-71.530046;31;108;13;lit campfire;grass;95;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators', 'Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
10966;15/02/2024 03:40:00;-33.055642000000006;-71.525046;30;111;11;soldering;road;60;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators', 'Request support to security forces', 'Notify government authorities', 'Notify local authorities']
10967;15/02/2024 03:50:00;-33.055642000000006;-71.52004600000001;29;114;9;wood;trash;60;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
10968;15/02/2024 04:00:00;-33.055642000000006;-71.51504600000001;30;117;59;bonfire;house;10;['Notify local authorities', 'Call fire fighters', 'Notify local collaborators']
10969;15/02/2024 04:10:00;-33.055642000000006;-71.51004600000002;29;114;61;wood;ground;677;[]
10970;15/02/2024 04:20:00;-33.06064200000001;-71.51004600000002;29;29;59;fire;electric connection;439;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
10971;15/02/2024 04:30:00;-33.06064200000001;-71.51504600000001;26;26;59;wood;fuel recipient;29;['Notify local collaborators']
10972;15/02/2024 04:40:00;-33.06064200000001;-71.52004600000001;27;23;61;suspicious presence;fuel recipient;922;['Notify local authorities']
10973;15/02/2024 04:50:00;-33.06064200000001;-71.525046;28;23;63;burning waste;trees;71;['Notify local authorities', 'Notify local collaborators']
10974;15/02/2024 05:00:00;-33.06064200000001;-71.530046;27;20;63;wastes;electric connection;313;[]
10975;15/02/2024 05:10:00;-33.06064200000001;-71.535046;26;83;65;papers;electric connection;77;['Notify local collaborators', 'Contact waste collectors']
10976;15/02/2024 05:20:00;-33.06064200000001;-71.54004599999999;25;80;63;gas recipient;fuel recipient;346;[]
10977;15/02/2024 05:30:00;-33.06064200000001;-71.54504599999999;25;83;63;burning waste;trash;46;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
10978;15/02/2024 05:40:00;-33.06064200000001;-71.55004599999998;26;80;63;grill on;highway;152;[]
10979;15/02/2024 05:50:00;-33.06064200000001;-71.55504599999998;26;83;65;soldering;house;64;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
10980;15/02/2024 06:00:00;-33.06064200000001;-71.56004599999997;31;32;20;papers;wood;29;['Notify local authorities', 'Contact waste collectors', 'Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
10981;15/02/2024 06:10:00;-33.06064200000001;-71.56504599999997;31;35;22;glass bottle;trash;877;['Contact waste collectors']
10982;15/02/2024 06:20:00;-33.06064200000001;-71.57004599999996;30;32;24;glass;ground;17;['Contact waste collectors', 'Notify local collaborators']
10983;15/02/2024 06:30:00;-33.06064200000001;-71.57504599999996;31;32;26;dry grass;electric connection;1;['Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
10984;15/02/2024 06:40:00;-33.06064200000001;-71.58004599999995;32;29;24;wastes;grass;20;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
10985;15/02/2024 06:50:00;-33.06064200000001;-71.58504599999995;32;69;22;soldering;trees;2;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators', 'Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
10986;15/02/2024 07:00:00;-33.06064200000001;-71.59004599999994;33;66;22;none;road;36;[]
10987;15/02/2024 07:10:00;-33.06064200000001;-71.59504599999994;32;63;22;burning waste;trash;56;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators', 'Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
10988;15/02/2024 07:20:00;-33.06064200000001;-71.60004599999994;32;63;22;burning waste;dry grass;70;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators', 'Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
10989;15/02/2024 07:30:00;-33.06064200000001;-71.60504599999993;18;63;22;none;highway;234;['Propose monitoring flight']
10990;15/02/2024 07:40:00;-33.055642000000006;-71.60504599999993;19;25;24;none;road;217;[]
10991;15/02/2024 07:50:00;-33.055642000000006;-71.60004599999994;19;28;22;smoke;dry grass;933;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
10992;15/02/2024 08:00:00;-33.055642000000006;-71.59504599999994;18;28;30;glass;trash;633;['Contact waste collectors']
10993;15/02/2024 08:10:00;-33.055642000000006;-71.59004599999994;19;28;28;bonfire;house;47;['Notify local authorities', 'Call fire fighters', 'Notify local collaborators']
10994;15/02/2024 08:20:00;-33.055642000000006;-71.58504599999995;18;31;28;gas recipient;fuel recipient;191;[]
10995;15/02/2024 08:30:00;-33.055642000000006;-71.58004599999995;17;80;26;none;house;217;['Propose monitoring flight']
10996;15/02/2024 08:40:00;-33.055642000000006;-71.57504599999996;18;77;26;burning waste;highway;105;['Notify local authorities']
10997;15/02/2024 08:50:00;-33.055642000000006;-71.57004599999996;17;77;24;papers;ground;260;['Contact waste collectors']
10998;15/02/2024 09:00:00;-33.055642000000006;-71.56504599999997;18;77;26;fire;fuel recipient;16;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
10999;15/02/2024 09:10:00;-33.055642000000006;-71.56004599999997;19;74;24;papers;street;77;['Contact waste collectors']
11000;15/02/2024 09:20:00;-33.050642;-71.56004599999997;18;71;24;suspicious presence;highway;50;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
11001;15/02/2024 09:30:00;-33.050642;-71.56504599999997;18;71;26;fire;dry grass;92;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
11002;15/02/2024 09:40:00;-33.050642;-71.57004599999996;17;71;26;papers;wood;23;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
11003;15/02/2024 09:50:00;-33.050642;-71.57504599999996;18;74;26;grill on;street;54;[]
11004;15/02/2024 10:00:00;-33.050642;-71.58004599999995;19;74;34;bonfire;tent;16;['Notify local authorities', 'Call fire fighters', 'Notify local collaborators']
11005;15/02/2024 10:10:00;-33.050642;-71.58504599999995;19;76;34;grill on;road;50;[]
11006;15/02/2024 10:20:00;-33.050642;-71.59004599999994;19;79;36;dry grass;electric connection;193;[]
11007;15/02/2024 10:30:00;-33.050642;-71.59504599999994;18;82;36;wastes;wood;125;['Contact waste collectors']
11008;15/02/2024 10:40:00;-33.050642;-71.60004599999994;19;79;34;none;fuel recipient;437;[]
11009;15/02/2024 10:50:00;-33.050642;-71.60504599999993;20;82;36;papers;highway;13;['Contact waste collectors']
11010;15/02/2024 11:00:00;-33.045642;-71.60504599999993;20;81;38;soldering;tent;37;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
11011;15/02/2024 11:10:00;-33.045642;-71.60004599999994;21;78;36;none;grass;9;['Propose monitoring flight']
11012;15/02/2024 11:20:00;-33.045642;-71.59504599999994;22;81;34;burning waste;road;15;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
11013;15/02/2024 11:30:00;-33.045642;-71.59004599999994;22;81;34;burning waste;dry grass;122;['Notify local authorities']
11014;15/02/2024 11:40:00;-33.045642;-71.58504599999995;21;78;34;glass;dry grass;17;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
11015;15/02/2024 11:50:00;-33.045642;-71.58004599999995;21;44;32;soldering;highway;84;['Notify local authorities']
11016;15/02/2024 12:00:00;-33.045642;-71.57504599999996;25;44;46;gas recipient;highway;6;[]
11017;15/02/2024 12:10:00;-33.045642;-71.57004599999996;26;44;48;illegal electricity connection;highway;19;[]
11018;15/02/2024 12:20:00;-33.045642;-71.56504599999997;25;41;48;grill on;dry grass;35;['Notify local authorities', 'Notify local collaborators']
11019;15/02/2024 12:30:00;-33.045642;-71.56004599999997;24;38;48;fire;trees;22;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
11020;15/02/2024 12:40:00;-33.040642;-71.56004599999997;24;21;48;none;house;67;[]
11021;15/02/2024 12:50:00;-33.040642;-71.56504599999997;23;21;48;smoke;ground;721;['Call fire fighters', 'Notify government authorities', 'Request support to security forces', 'Notify local collaborators']
11022;15/02/2024 13:00:00;-33.040642;-71.57004599999996;22;21;50;lit campfire;highway;73;['Notify local authorities']
11023;15/02/2024 13:10:00;-33.040642;-71.57504599999996;23;24;50;none;highway;68;[]
11024;15/02/2024 13:20:00;-33.040642;-71.58004599999995;24;27;50;suspicious presence;grass;34;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
11025;15/02/2024 13:30:00;-33.040642;-71.58504599999995;20;123;48;fire;highway;99;['Call fire fighters', 'Notify government authorities', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local collaborators']
11026;15/02/2024 13:40:00;-33.040642;-71.59004599999994;20;120;48;suspicious presence;dry grass;35;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
11027;15/02/2024 13:50:00;-33.040642;-71.59504599999994;20;117;46;lit campfire;electric connection;402;['Notify local authorities']
11028;15/02/2024 14:00:00;-33.040642;-71.60004599999994;19;117;52;illegal electricity connection;dry grass;13;['Notify local authorities', 'Notify power company', 'Notify local collaborators']
11029;15/02/2024 14:10:00;-33.040642;-71.60504599999993;19;114;50;grill on;trees;485;[]
11030;15/02/2024 14:20:00;-33.035641999999996;-71.60504599999993;20;80;52;lighting a grill;electric connection;118;['Notify local authorities']
11031;15/02/2024 14:30:00;-33.035641999999996;-71.60004599999994;20;77;52;lighting a grill;road;28;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
11032;15/02/2024 14:40:00;-33.035641999999996;-71.59504599999994;20;77;54;lighting a grill;wood;11;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
11033;15/02/2024 14:50:00;-33.035641999999996;-71.59004599999994;19;74;56;glass;road;243;['Contact waste collectors']
11034;15/02/2024 15:00:00;-33.035641999999996;-71.58504599999995;21;77;58;grill on;road;29;[]
11035;15/02/2024 15:10:00;-33.035641999999996;-71.58004599999995;21;40;58;gas recipient;highway;5;[]
11036;15/02/2024 15:20:00;-33.035641999999996;-71.57504599999996;22;40;56;fire;ground;777;['Call fire fighters', 'Notify government authorities', 'Request support to security forces', 'Notify local collaborators']
11037;15/02/2024 15:30:00;-33.035641999999996;-71.57004599999996;23;40;54;gas recipient;grass;99;['Notify local collaborators']
11038;15/02/2024 15:40:00;-33.035641999999996;-71.56504599999997;23;40;52;glass bottle;grass;273;['Contact waste collectors']
11039;15/02/2024 15:50:00;-33.035641999999996;-71.56004599999997;22;40;52;bonfire;trash;30;['Notify local authorities', 'Call fire fighters', 'Notify local collaborators']
11040;15/02/2024 16:00:00;-33.03064199999999;-71.56004599999997;21;91;47;lighting a grill;road;48;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
11041;15/02/2024 16:10:00;-33.03064199999999;-71.56504599999997;21;88;45;none;highway;241;[]
11042;15/02/2024 16:20:00;-33.03064199999999;-71.57004599999996;21;91;47;papers;fuel recipient;62;['Notify local collaborators', 'Contact waste collectors']
11043;15/02/2024 16:30:00;-33.03064199999999;-71.57504599999996;35;91;49;burning waste;wood;454;['Notify local authorities']
11044;15/02/2024 16:40:00;-33.03064199999999;-71.58004599999995;36;94;51;wood;wood;96;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
11045;15/02/2024 16:50:00;-33.03064199999999;-71.58504599999995;35;116;51;bonfire;electric connection;46;['Notify local authorities', 'Call fire fighters', 'Notify local collaborators']
11046;15/02/2024 17:00:00;-33.03064199999999;-71.59004599999994;36;113;51;smoking;trees;50;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
11047;15/02/2024 17:10:00;-33.03064199999999;-71.59504599999994;37;116;49;none;road;3;['Propose monitoring flight']
11048;15/02/2024 17:20:00;-33.03064199999999;-71.60004599999994;37;116;49;burning waste;tent;33;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
11049;15/02/2024 17:30:00;-33.03064199999999;-71.60504599999993;36;119;47;glass;wood;43;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
11050;15/02/2024 17:40:00;-33.02564199999999;-71.60504599999993;36;90;49;none;electric connection;253;[]
11051;15/02/2024 17:50:00;-33.02564199999999;-71.60004599999994;36;87;51;wastes;wood;147;['Contact waste collectors']
11052;15/02/2024 18:00:00;-33.02564199999999;-71.59504599999994;33;90;34;dry grass;trash;33;['Notify local authorities', 'Notify local collaborators']
11053;15/02/2024 18:10:00;-33.02564199999999;-71.59004599999994;33;90;34;papers;tent;235;['Contact waste collectors']
11054;15/02/2024 18:20:00;-33.02564199999999;-71.58504599999995;33;87;36;burning waste;dry grass;1;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
11055;15/02/2024 18:30:00;-33.02564199999999;-71.58004599999995;34;111;38;suspicious presence;house;12;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
11056;15/02/2024 18:40:00;-33.02564199999999;-71.57504599999996;33;108;36;fire;electric connection;89;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
11057;15/02/2024 18:50:00;-33.02564199999999;-71.57004599999996;33;108;36;smoke;highway;592;['Call fire fighters', 'Notify government authorities', 'Request support to security forces', 'Notify local collaborators']
11058;15/02/2024 19:00:00;-33.02564199999999;-71.56504599999997;32;108;36;wastes;grass;8;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
11059;15/02/2024 19:10:00;-33.02564199999999;-71.56004599999997;33;108;34;burning waste;fuel recipient;686;['Notify local authorities']
11060;15/02/2024 19:20:00;-33.02064199999999;-71.56004599999997;34;79;36;gas recipient;trash;4;['Notify local authorities', 'Notify local collaborators']
11061;15/02/2024 19:30:00;-33.02064199999999;-71.56504599999997;16;79;38;burning waste;street;332;['Notify local authorities']
11062;15/02/2024 19:40:00;-33.02064199999999;-71.57004599999996;17;76;36;smoking;wood;6;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
11063;15/02/2024 19:50:00;-33.02064199999999;-71.57504599999996;18;76;36;bonfire;street;25;['Call fire fighters']
11064;15/02/2024 20:00:00;-33.02064199999999;-71.58004599999995;17;76;50;suspicious presence;trees;73;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
11065;15/02/2024 20:10:00;-33.02064199999999;-71.58504599999995;16;105;50;papers;dry grass;33;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
11066;15/02/2024 20:20:00;-33.02064199999999;-71.59004599999994;15;108;52;wastes;house;50;['Notify local collaborators', 'Contact waste collectors']
11067;15/02/2024 20:30:00;-33.02064199999999;-71.59504599999994;16;105;50;lit campfire;road;2;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
11068;15/02/2024 20:40:00;-33.02064199999999;-71.60004599999994;16;105;50;burning waste;trash;152;['Notify local authorities']
11069;15/02/2024 20:50:00;-33.02064199999999;-71.60504599999993;17;105;48;smoke;ground;651;['Call fire fighters', 'Notify government authorities', 'Request support to security forces', 'Notify local collaborators']
11070;15/02/2024 21:00:00;-33.02064199999999;-71.61004599999993;25;18;48;grill on;trash;10;['Notify local collaborators']
11071;15/02/2024 21:10:00;-33.02064199999999;-71.61504599999992;24;21;46;wood;trees;84;['Notify local collaborators']
11072;15/02/2024 21:20:00;-33.02064199999999;-71.62004599999992;24;24;46;glass bottle;street;37;['Contact waste collectors']
11073;15/02/2024 21:30:00;-33.02064199999999;-71.62504599999991;24;27;48;papers;tent;380;[]
11074;15/02/2024 21:40:00;-33.02064199999999;-71.63004599999991;25;24;48;lighting a grill;house;97;['Notify local authorities', 'Notify local collaborators']
11075;15/02/2024 21:50:00;-33.02064199999999;-71.6350459999999;26;47;48;lighting a grill;fuel recipient;16;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
11076;15/02/2024 22:00:00;-33.02064199999999;-71.6400459999999;27;50;43;smoking;dry grass;243;['Notify local authorities']
11077;15/02/2024 22:10:00;-33.02064199999999;-71.6450459999999;26;53;41;soldering;tent;21;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
11078;15/02/2024 22:20:00;-33.02064199999999;-71.65004599999989;25;53;41;dry grass;electric connection;104;[]
11079;15/02/2024 22:30:00;-33.02064199999999;-71.65504599999988;29;56;39;papers;house;268;['Contact waste collectors']
11080;15/02/2024 22:40:00;-33.02564199999999;-71.65504599999988;29;22;39;dry grass;house;15;['Notify local collaborators']
11081;15/02/2024 22:50:00;-33.02564199999999;-71.65004599999989;28;22;37;smoke;fuel recipient;157;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
11082;15/02/2024 23:00:00;-33.02564199999999;-71.6450459999999;29;22;37;smoking;street;287;['Notify local authorities']
11083;15/02/2024 23:10:00;-33.02564199999999;-71.6400459999999;29;22;39;lit campfire;ground;44;['Notify local authorities']
11084;15/02/2024 23:20:00;-33.02564199999999;-71.6350459999999;28;22;39;wastes;dry grass;80;['Notify local collaborators', 'Contact waste collectors']
11085;15/02/2024 23:30:00;-33.02564199999999;-71.63004599999991;27;97;41;fire;road;49;['Call fire fighters', 'Notify government authorities', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local collaborators']
11086;15/02/2024 23:40:00;-33.02564199999999;-71.62504599999991;28;100;41;none;electric connection;44;['Propose monitoring flight']
11087;15/02/2024 23:50:00;-33.02564199999999;-71.62004599999992;27;97;39;wood;fuel recipient;71;['Notify local collaborators']
11088;16/02/2024 00:00:00;-33.045642;-71.535046;16;100;50;none;house;114;[]
11089;16/02/2024 00:10:00;-33.045642;-71.530046;17;103;52;bonfire;road;93;['Call fire fighters']
11090;16/02/2024 00:20:00;-33.050642;-71.530046;18;54;50;wood;house;37;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
11091;16/02/2024 00:30:00;-33.050642;-71.535046;17;54;50;glass bottle;dry grass;216;['Contact waste collectors']
11092;16/02/2024 00:40:00;-33.050642;-71.54004599999999;18;54;50;papers;tent;35;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
11093;16/02/2024 00:50:00;-33.050642;-71.54504599999999;19;51;48;lit campfire;street;165;['Notify local authorities']
11094;16/02/2024 01:00:00;-33.050642;-71.55004599999998;19;48;46;wastes;wood;30;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
11095;16/02/2024 01:10:00;-33.050642;-71.55504599999998;19;25;46;smoke;trees;24;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
11096;16/02/2024 01:20:00;-33.050642;-71.56004599999997;20;28;46;soldering;ground;14;['Notify local authorities']
11097;16/02/2024 01:30:00;-33.050642;-71.56504599999997;33;25;46;burning waste;dry grass;10;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
11098;16/02/2024 01:40:00;-33.050642;-71.57004599999996;32;25;48;lit campfire;electric connection;392;['Notify local authorities']
11099;16/02/2024 01:50:00;-33.050642;-71.57504599999996;31;25;50;lit campfire;fuel recipient;25;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
11100;16/02/2024 02:00:00;-33.055642000000006;-71.57504599999996;30;25;7;lighting a grill;grass;8;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
11101;16/02/2024 02:10:00;-33.055642000000006;-71.57004599999996;31;25;5;smoke;ground;26;['Call fire fighters', 'Notify government authorities', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local collaborators']
11102;16/02/2024 02:20:00;-33.055642000000006;-71.56504599999997;30;22;3;smoking;highway;15;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
11103;16/02/2024 02:30:00;-33.055642000000006;-71.56004599999997;30;25;3;none;trees;804;[]
11104;16/02/2024 02:40:00;-33.055642000000006;-71.55504599999998;29;28;5;wood;trees;618;[]
11105;16/02/2024 02:50:00;-33.055642000000006;-71.55004599999998;29;39;7;lit campfire;dry grass;737;['Notify local authorities']
11106;16/02/2024 03:00:00;-33.055642000000006;-71.54504599999999;16;42;7;smoke;trees;234;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
11107;16/02/2024 03:10:00;-33.055642000000006;-71.54004599999999;17;45;9;fire;street;130;['Call fire fighters', 'Notify government authorities', 'Request support to security forces', 'Notify local collaborators']
11108;16/02/2024 03:20:00;-33.055642000000006;-71.535046;18;48;9;wastes;tent;6;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
11109;16/02/2024 03:30:00;-33.055642000000006;-71.530046;19;48;9;suspicious presence;electric connection;43;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
11110;16/02/2024 03:40:00;-33.06064200000001;-71.530046;18;57;9;bonfire;street;164;['Call fire fighters']
11111;16/02/2024 03:50:00;-33.06064200000001;-71.535046;19;57;9;dry grass;trees;103;[]
11112;16/02/2024 04:00:00;-33.06064200000001;-71.54004599999999;19;57;38;suspicious presence;ground;384;['Notify local authorities']
11113;16/02/2024 04:10:00;-33.06064200000001;-71.54504599999999;18;57;36;burning waste;trees;77;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
11114;16/02/2024 04:20:00;-33.06064200000001;-71.55004599999998;19;60;38;dry grass;highway;246;[]
11115;16/02/2024 04:30:00;-33.06064200000001;-71.55504599999998;22;22;36;suspicious presence;trees;2;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
11116;16/02/2024 04:40:00;-33.06064200000001;-71.56004599999997;22;19;36;lit campfire;road;127;['Notify local authorities']
11117;16/02/2024 04:50:00;-33.06064200000001;-71.56504599999997;22;22;38;none;trash;68;[]
11118;16/02/2024 05:00:00;-33.06064200000001;-71.57004599999996;21;25;36;dry grass;road;88;[]
11119;16/02/2024 05:10:00;-33.06064200000001;-71.57504599999996;20;22;38;lighting a grill;ground;47;['Notify local authorities']
11120;16/02/2024 05:20:00;-33.06564200000001;-71.57504599999996;19;28;38;none;electric connection;174;[]
11121;16/02/2024 05:30:00;-33.06564200000001;-71.57004599999996;20;25;40;dry grass;house;252;[]
11122;16/02/2024 05:40:00;-33.06564200000001;-71.56504599999997;21;25;38;gas recipient;trees;12;['Notify local collaborators']
11123;16/02/2024 05:50:00;-33.06564200000001;-71.56004599999997;20;25;38;dry grass;fuel recipient;49;['Notify local collaborators']
11124;16/02/2024 06:00:00;-33.06564200000001;-71.55504599999998;15;25;33;illegal electricity connection;trees;17;['Notify local collaborators']
11125;16/02/2024 06:10:00;-33.06564200000001;-71.55004599999998;16;30;31;glass;ground;27;['Contact waste collectors']
11126;16/02/2024 06:20:00;-33.06564200000001;-71.54504599999999;16;30;29;none;grass;1;['Propose monitoring flight']
11127;16/02/2024 06:30:00;-33.06564200000001;-71.54004599999999;17;33;29;fire;road;481;['Call fire fighters', 'Notify government authorities', 'Request support to security forces', 'Notify local collaborators']
11128;16/02/2024 06:40:00;-33.06564200000001;-71.535046;17;30;27;soldering;highway;88;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
11129;16/02/2024 06:50:00;-33.06564200000001;-71.530046;16;33;25;lighting a grill;fuel recipient;518;['Notify local authorities']
11130;16/02/2024 07:00:00;-33.070642000000014;-71.530046;16;62;27;suspicious presence;road;35;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
11131;16/02/2024 07:10:00;-33.070642000000014;-71.535046;15;59;25;suspicious presence;fuel recipient;380;['Notify local authorities']
11132;16/02/2024 07:20:00;-33.070642000000014;-71.54004599999999;15;62;25;glass bottle;trash;190;['Contact waste collectors']
11133;16/02/2024 07:30:00;-33.070642000000014;-71.54504599999999;23;65;25;lit campfire;house;12;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
11134;16/02/2024 07:40:00;-33.070642000000014;-71.55004599999998;22;68;27;gas recipient;tent;291;[]
11135;16/02/2024 07:50:00;-33.070642000000014;-71.55504599999998;21;31;27;fire;ground;5;['Call fire fighters', 'Notify government authorities', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local collaborators']
11136;16/02/2024 08:00:00;-33.070642000000014;-71.56004599999997;22;34;18;none;fuel recipient;23;['Propose monitoring flight']
11137;16/02/2024 08:10:00;-33.070642000000014;-71.56504599999997;22;34;16;bonfire;street;326;['Call fire fighters']
11138;16/02/2024 08:20:00;-33.070642000000014;-71.57004599999996;23;34;14;wood;grass;12;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
11139;16/02/2024 08:30:00;-33.070642000000014;-71.57504599999996;23;31;16;soldering;grass;2;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
11140;16/02/2024 08:40:00;-33.075642000000016;-71.57504599999996;23;52;14;illegal electricity connection;trash;295;[]
